,pcd,lsoa21,lat,long,oslaua
0,E1  0AA,E01004298,51.512498,-0.052071,E09000030
1,E1  0AB,E01004305,51.513386,-0.050852,E09000030
2,E1  0AD,E01004298,51.512911,-0.055296,E09000030
3,E1  0AE,E01004303,51.510672,-0.052567,E09000030
4,E1  0AF,E01004300,51.510864,-0.051161,E09000030
5,E1  0AG,E01004298,51.513394,-0.054008,E09000030
6,E1  0AH,E01004300,51.51113,-0.051438,E09000030
7,E1  0AJ,E01004303,51.51126,-0.052758,E09000030
8,E1  0AL,E01004303,51.511003,-0.052495,E09000030
9,E1  0AN,E01004303,51.511298,-0.052339,E09000030
10,E1  0AP,E01004300,51.511395,-0.051686,E09000030
11,E1  0AQ,E01004298,51.511552,-0.050858,E09000030
12,E1  0AR,E01004303,51.511599,-0.052066,E09000030
13,E1  0AS,E01004303,51.511573,-0.052658,E09000030
14,E1  0AT,E01004298,51.513148,-0.054364,E09000030
15,E1  0AU,E01004302,51.511315,-0.053361,E09000030
16,E1  0AW,E01004300,51.511106,-0.051655,E09000030
17,E1  0AX,E01004302,51.511315,-0.053361,E09000030
18,E1  0AY,E01004298,51.51288,-0.053395,E09000030
19,E1  0AZ,E01004298,51.512535,-0.054304,E09000030
20,E1  0BA,E01004298,51.512599,-0.053811,E09000030
21,E1  0BB,E01004298,51.513657,-0.053636,E09000030
22,E1  0BD,E01004298,51.513708,-0.052899,E09000030
23,E1  0BE,E01004300,51.511738,-0.051253,E09000030
24,E1  0BF,E01004298,51.513077,-0.053863,E09000030
25,E1  0BG,E01004298,51.512561,-0.052616,E09000030
26,E1  0BH,E01004301,51.510462,-0.060531,E09000030
27,E1  0BJ,E01004295,51.510177,-0.061235,E09000030
28,E1  0BL,E01004301,51.510931,-0.060036,E09000030
29,E1  0BN,E01004298,51.51203,-0.052019,E09000030
30,E1  0BP,E01004301,51.510165,-0.056682,E09000030
31,E1  0BQ,E01004300,51.511252,-0.051188,E09000030
32,E1  0BS,E01004302,51.510627,-0.056345,E09000030
33,E1  0BT,E01004302,51.51053,-0.05596,E09000030
34,E1  0BU,E01004302,51.51008,-0.055922,E09000030
35,E1  0BW,E01004301,51.510759,-0.056743,E09000030
36,E1  0BX,E01004302,51.510869,-0.055801,E09000030
37,E1  0BY,E01004301,51.510216,-0.054907,E09000030
38,E1  0BZ,E01004301,51.510216,-0.054907,E09000030
39,E1  0DA,E01004301,51.510199,-0.056565,E09000030
40,E1  0DB,E01004298,51.512412,-0.053358,E09000030
41,E1  0DD,E01004302,51.510988,-0.055335,E09000030
42,E1  0DE,E01004301,51.510971,-0.057584,E09000030
43,E1  0DF,E01004301,51.510184,-0.057286,E09000030
44,E1  0DG,E01004301,51.510605,-0.060439,E09000030
45,E1  0DH,E01004301,51.510682,-0.058058,E09000030
46,E1  0DJ,E01004298,51.51261,-0.05015,E09000030
47,E1  0DL,E01004305,51.513286,-0.049126,E09000030
48,E1  0DN,E01004301,51.510306,-0.055451,E09000030
49,E1  0DP,E01004305,51.513308,-0.049414,E09000030
50,E1  0DQ,E01004305,51.513371,-0.048849,E09000030
51,E1  0DR,E01004301,51.510953,-0.059185,E09000030
52,E1  0DS,E01004298,51.512917,-0.052918,E09000030
53,E1  0DT,E01004305,51.512804,-0.049349,E09000030
54,E1  0DU,E01004305,51.512564,-0.049546,E09000030
55,E1  0DW,E01004301,51.509938,-0.056576,E09000030
56,E1  0DX,E01004305,51.511712,-0.050188,E09000030
57,E1  0DY,E01004303,51.5101,-0.053327,E09000030
58,E1  0DZ,E01004305,51.511707,-0.050477,E09000030
59,E1  0EA,E01004305,51.512509,-0.048929,E09000030
60,E1  0EB,E01004300,51.511265,-0.050366,E09000030
61,E1  0ED,E01004303,51.510165,-0.052387,E09000030
62,E1  0EE,E01004303,51.510462,-0.052374,E09000030
63,E1  0EF,E01004305,51.511904,-0.048782,E09000030
64,E1  0EG,E01004305,51.512365,-0.048935,E09000030
65,E1  0EH,E01004303,51.510557,-0.054287,E09000030
66,E1  0EJ,E01004303,51.510091,-0.053341,E09000030
67,E1  0EL,E01004305,51.511815,-0.049362,E09000030
68,E1  0EN,E01035682,51.517165,-0.040716,E09000030
69,E1  0EP,E01004289,51.515601,-0.047773,E09000030
70,E1  0EQ,E01004303,51.509962,-0.053145,E09000030
71,E1  0ER,E01004289,51.515625,-0.048147,E09000030
72,E1  0ES,E01004289,51.515441,-0.048414,E09000030
73,E1  0ET,E01004289,51.515576,-0.048409,E09000030
74,E1  0EU,E01004295,51.51031,-0.061633,E09000030
75,E1  0EW,E01004301,51.510612,-0.05979,E09000030
76,E1  0EX,E01004295,51.510913,-0.061694,E09000030
77,E1  0EY,E01004295,51.510951,-0.061274,E09000030
78,E1  0EZ,E01004295,51.509544,-0.061579,E09000030
79,E1  0FA,E01035682,51.51727,-0.038938,E09000030
80,E1  0FB,E01004289,51.515151,-0.048254,E09000030
81,E1  0FD,E01032769,51.512603,-0.042684,E09000030
82,E1  0FE,E01004303,51.51245,-0.043253,E09000030
83,E1  0FF,E01004303,51.512105,-0.043556,E09000030
84,E1  0FG,E01032769,51.512726,-0.043587,E09000030
85,E1  0FH,E01032769,51.512618,-0.043592,E09000030
86,E1  0FJ,E01004286,51.512921,-0.04074,E09000030
87,E1  0FL,E01004286,51.513013,-0.04088,E09000030
88,E1  0FN,E01004286,51.513,-0.040606,E09000030
89,E1  0FP,E01032769,51.512726,-0.043587,E09000030
90,E1  0FU,E01004302,51.511691,-0.05385,E09000030
91,E1  0HA,E01004289,51.513712,-0.048834,E09000030
92,E1  0HE,E01004305,51.513485,-0.048671,E09000030
93,E1  0HF,E01004289,51.513672,-0.048577,E09000030
94,E1  0HH,E01004303,51.512514,-0.044389,E09000030
95,E1  0HJ,E01004288,51.513273,-0.042973,E09000030
96,E1  0HL,E01032769,51.51249,-0.042949,E09000030
97,E1  0HQ,E01004289,51.513517,-0.047387,E09000030
98,E1  0HR,E01032769,51.512569,-0.042268,E09000030
99,E1  0HS,E01032769,51.512773,-0.043167,E09000030
100,E1  0HT,E01032769,51.51249,-0.042949,E09000030
101,E1  0HU,E01004303,51.511592,-0.042987,E09000030
102,E1  0HW,E01032769,51.51249,-0.042949,E09000030
103,E1  0HX,E01004303,51.51302,-0.043978,E09000030
104,E1  0HY,E01032769,51.512879,-0.042543,E09000030
105,E1  0HZ,E01032769,51.51249,-0.042949,E09000030
106,E1  0JA,E01004322,51.519027,-0.058048,E09000030
107,E1  0JB,E01032769,51.51283,-0.042271,E09000030
108,E1  0JD,E01032769,51.51249,-0.042949,E09000030
109,E1  0JF,E01004303,51.512514,-0.044389,E09000030
110,E1  0JG,E01032769,51.512724,-0.044005,E09000030
111,E1  0JH,E01004303,51.511761,-0.044522,E09000030
112,E1  0JJ,E01004305,51.512861,-0.044691,E09000030
113,E1  0JL,E01004305,51.513057,-0.044567,E09000030
114,E1  0JN,E01004305,51.513016,-0.046457,E09000030
115,E1  0JP,E01004303,51.512611,-0.044788,E09000030
116,E1  0JQ,E01004303,51.512144,-0.043223,E09000030
117,E1  0JR,E01004303,51.511899,-0.044156,E09000030
118,E1  0JS,E01004303,51.511884,-0.043825,E09000030
119,E1  0JW,E01004303,51.511786,-0.04491,E09000030
120,E1  0LA,E01004287,51.514346,-0.052886,E09000030
121,E1  0LB,E01004305,51.513566,-0.049749,E09000030
122,E1  0LD,E01004305,51.512929,-0.046101,E09000030
123,E1  0LE,E01004305,51.512935,-0.045337,E09000030
124,E1  0LF,E01004305,51.513533,-0.051552,E09000030
125,E1  0LG,E01004305,51.513441,-0.049264,E09000030
126,E1  0LH,E01004305,51.512282,-0.047166,E09000030
127,E1  0LJ,E01004305,51.512689,-0.045722,E09000030
128,E1  0LL,E01004305,51.512071,-0.047449,E09000030
129,E1  0LN,E01004305,51.511608,-0.047238,E09000030
130,E1  0LP,E01004305,51.512593,-0.048046,E09000030
131,E1  0LQ,E01004305,51.513258,-0.048565,E09000030
132,E1  0LR,E01004305,51.513566,-0.049749,E09000030
133,E1  0LS,E01004305,51.513597,-0.050526,E09000030
134,E1  0LT,E01004303,51.511894,-0.046044,E09000030
135,E1  0LW,E01004305,51.511561,-0.048162,E09000030
136,E1  0NA,E01004288,51.515163,-0.042546,E09000030
137,E1  0NB,E01004288,51.514136,-0.042979,E09000030
138,E1  0ND,E01004286,51.513692,-0.04062,E09000030
139,E1  0NE,E01004288,51.513076,-0.04141,E09000030
140,E1  0NF,E01004288,51.514168,-0.041104,E09000030
141,E1  0NG,E01004288,51.5145,-0.041594,E09000030
142,E1  0NH,E01004322,51.519027,-0.058048,E09000030
143,E1  0NJ,E01004288,51.514675,-0.040794,E09000030
144,E1  0NL,E01004286,51.515231,-0.040669,E09000030
145,E1  0NN,E01004288,51.51555,-0.040929,E09000030
146,E1  0NP,E01035682,51.517372,-0.040693,E09000030
147,E1  0NQ,E01004288,51.515168,-0.04122,E09000030
148,E1  0NR,E01035682,51.516884,-0.041665,E09000030
149,E1  0NS,E01004286,51.513383,-0.041498,E09000030
150,E1  0NT,E01004288,51.514878,-0.041074,E09000030
151,E1  0NU,E01004288,51.514707,-0.042147,E09000030
152,E1  0NW,E01035682,51.517272,-0.04012,E09000030
153,E1  0NX,E01004288,51.51553,-0.041867,E09000030
154,E1  0NY,E01035682,51.517272,-0.039025,E09000030
155,E1  0NZ,E01035682,51.516988,-0.039787,E09000030
156,E1  0PA,E01004289,51.515282,-0.048594,E09000030
157,E1  0PB,E01004289,51.515526,-0.049175,E09000030
158,E1  0PD,E01004287,51.515497,-0.050689,E09000030
159,E1  0PE,E01004287,51.515894,-0.050254,E09000030
160,E1  0PF,E01004287,51.516377,-0.050075,E09000030
161,E1  0PG,E01004287,51.515622,-0.051736,E09000030
162,E1  0PH,E01004287,51.514497,-0.051136,E09000030
163,E1  0PJ,E01004287,51.515152,-0.051021,E09000030
164,E1  0PL,E01004287,51.515255,-0.052386,E09000030
165,E1  0PN,E01004287,51.514801,-0.051051,E09000030
166,E1  0PP,E01004289,51.514924,-0.047586,E09000030
167,E1  0PQ,E01004289,51.515133,-0.048802,E09000030
168,E1  0PR,E01004289,51.513606,-0.046792,E09000030
169,E1  0PS,E01004289,51.513925,-0.047571,E09000030
170,E1  0PT,E01004289,51.514362,-0.046818,E09000030
171,E1  0PU,E01004289,51.51506,-0.047162,E09000030
172,E1  0PW,E01004287,51.514604,-0.05214,E09000030
173,E1  0PX,E01004287,51.514909,-0.052113,E09000030
174,E1  0PY,E01004287,51.51475,-0.052826,E09000030
175,E1  0PZ,E01004289,51.515195,-0.047661,E09000030
176,E1  0QA,E01004289,51.513522,-0.044447,E09000030
177,E1  0QB,E01004289,51.514105,-0.045402,E09000030
178,E1  0QD,E01004289,51.514266,-0.044818,E09000030
179,E1  0QE,E01004289,51.51536,-0.045737,E09000030
180,E1  0QF,E01004289,51.514424,-0.046195,E09000030
181,E1  0QG,E01004289,51.514782,-0.046627,E09000030
182,E1  0QH,E01004283,51.515536,-0.04707,E09000030
183,E1  0QJ,E01004283,51.516229,-0.046594,E09000030
184,E1  0QL,E01004283,51.516342,-0.04741,E09000030
185,E1  0QN,E01004289,51.513597,-0.045697,E09000030
186,E1  0QP,E01004289,51.515282,-0.048594,E09000030
187,E1  0QQ,E01004289,51.515337,-0.046473,E09000030
188,E1  0QW,E01004289,51.515856,-0.046307,E09000030
189,E1  0QX,E01004305,51.513286,-0.049126,E09000030
190,E1  0QZ,E01004289,51.515282,-0.048594,E09000030
191,E1  0RA,E01004288,51.514152,-0.043396,E09000030
192,E1  0RB,E01004288,51.515136,-0.043614,E09000030
193,E1  0RD,E01004288,51.515136,-0.043614,E09000030
194,E1  0RE,E01004288,51.514663,-0.04434,E09000030
195,E1  0RF,E01004288,51.515045,-0.045145,E09000030
196,E1  0RG,E01004288,51.515444,-0.044292,E09000030
197,E1  0RH,E01004288,51.516252,-0.044186,E09000030
198,E1  0RJ,E01004288,51.515893,-0.044244,E09000030
199,E1  0RL,E01004288,51.51521,-0.044273,E09000030
200,E1  0RQ,E01004288,51.515442,-0.043082,E09000030
201,E1  0RS,E01004322,51.519019,-0.058106,E09000030
202,E1  0RT,E01004322,51.519027,-0.058048,E09000030
203,E1  0RU,E01004288,51.51521,-0.044273,E09000030
204,E1  0SA,E01004289,51.514294,-0.049184,E09000030
205,E1  0SB,E01004289,51.514615,-0.049588,E09000030
206,E1  0SD,E01004289,51.514998,-0.049327,E09000030
207,E1  0SE,E01004287,51.515275,-0.049762,E09000030
208,E1  0SF,E01004287,51.514965,-0.050064,E09000030
209,E1  0SG,E01004287,51.514214,-0.050341,E09000030
210,E1  0SH,E01004289,51.514257,-0.04858,E09000030
211,E1  0SJ,E01004305,51.513533,-0.051552,E09000030
212,E1  0SL,E01004305,51.513533,-0.051552,E09000030
213,E1  0SN,E01004305,51.513286,-0.049126,E09000030
214,E1  0SP,E01004305,51.513277,-0.049141,E09000030
215,E1  0SQ,E01004287,51.514378,-0.049944,E09000030
216,E1  0SR,E01004305,51.513533,-0.051552,E09000030
217,E1  0SS,E01004305,51.513277,-0.049141,E09000030
218,E1  0ST,E01004305,51.513286,-0.049126,E09000030
219,E1  0SU,E01004322,51.519027,-0.058048,E09000030
220,E1  0SW,E01004305,51.513286,-0.049126,E09000030
221,E1  0SX,E01004305,51.513286,-0.049126,E09000030
222,E1  0SY,E01004305,51.513277,-0.049141,E09000030
223,E1  0SZ,E01004305,51.513286,-0.049126,E09000030
224,E1  0TA,E01004322,51.519027,-0.058048,E09000030
225,E1  0TB,E01004322,51.519027,-0.058048,E09000030
226,E1  0TD,E01004322,51.519027,-0.058048,E09000030
227,E1  0TE,E01004322,51.519027,-0.058048,E09000030
228,E1  0TF,E01004322,51.519027,-0.058048,E09000030
229,E1  0TG,E01004322,51.519019,-0.058106,E09000030
230,E1  0TH,E01004322,51.519027,-0.058048,E09000030
231,E1  0TQ,E01004322,51.519027,-0.058048,E09000030
232,E1  0WA,E01004322,51.519027,-0.058048,E09000030
233,E1  0WB,E01004322,51.519027,-0.058048,E09000030
234,E1  0WD,E01004322,51.519019,-0.058106,E09000030
235,E1  0WF,E01004322,51.519027,-0.058048,E09000030
236,E1  0WG,E01004322,51.519027,-0.058048,E09000030
237,E1  0WH,E01004322,51.519027,-0.058048,E09000030
238,E1  0WJ,E01004322,51.519027,-0.058048,E09000030
239,E1  0WL,E01004322,51.519019,-0.058106,E09000030
240,E1  0WN,E01004322,51.519027,-0.058048,E09000030
241,E1  0WP,E01004322,51.519027,-0.058048,E09000030
242,E1  0WQ,E01004322,51.519027,-0.058048,E09000030
243,E1  0WR,E01004322,51.519027,-0.058048,E09000030
244,E1  0WS,E01004322,51.519027,-0.058048,E09000030
245,E1  0WT,E01004322,51.519027,-0.058048,E09000030
246,E1  0WU,E01004322,51.519019,-0.058106,E09000030
247,E1  0WW,E01004322,51.519027,-0.058048,E09000030
248,E1  0WX,E01004322,51.519027,-0.058048,E09000030
249,E1  0WY,E01004322,51.519027,-0.058048,E09000030
250,E1  0WZ,E01004322,51.519027,-0.058048,E09000030
251,E1  0XA,E01004305,51.513509,-0.050111,E09000030
252,E1  0YQ,E01004322,51.519027,-0.058048,E09000030
253,E1  0YZ,E01004322,51.519027,-0.058048,E09000030
254,E1  0ZZ,E01004322,51.519027,-0.058048,E09000030
255,E1  1AA,E01004322,51.519019,-0.058106,E09000030
256,E1  1AB,E01032767,51.512264,-0.066695,E09000030
257,E1  1AD,E01004322,51.519027,-0.058048,E09000030
258,E1  1AE,E01035686,51.516176,-0.066155,E09000030
259,E1  1AF,E01032767,51.512264,-0.066695,E09000030
260,E1  1AG,E01035686,51.516029,-0.065988,E09000030
261,E1  1AH,E01004208,51.519068,-0.059964,E09000030
262,E1  1AJ,E01035689,51.514678,-0.06753,E09000030
263,E1  1AL,E01035686,51.51771,-0.063207,E09000030
264,E1  1AN,E01035689,51.514678,-0.06753,E09000030
265,E1  1AP,E01004208,51.519068,-0.059964,E09000030
266,E1  1AQ,E01004309,51.517419,-0.069057,E09000030
267,E1  1AR,E01004309,51.517179,-0.068663,E09000030
268,E1  1AS,E01035686,51.516586,-0.064869,E09000030
269,E1  1AT,E01035686,51.515028,-0.064157,E09000030
270,E1  1AU,E01004322,51.519027,-0.058048,E09000030
271,E1  1AW,E01004319,51.511695,-0.063866,E09000030
272,E1  1AX,E01035686,51.515028,-0.064157,E09000030
273,E1  1AY,E01004319,51.511983,-0.063868,E09000030
274,E1  1AZ,E01004319,51.512095,-0.063042,E09000030
275,E1  1BA,E01004322,51.518987,-0.058872,E09000030
276,E1  1BB,E01004322,51.519019,-0.058106,E09000030
277,E1  1BE,E01004322,51.518169,-0.060002,E09000030
278,E1  1BF,E01004319,51.512096,-0.063056,E09000030
279,E1  1BG,E01004322,51.518297,-0.058512,E09000030
280,E1  1BH,E01004322,51.518145,-0.058562,E09000030
281,E1  1BJ,E01004322,51.51932,-0.057301,E09000030
282,E1  1BL,E01004322,51.519044,-0.058523,E09000030
283,E1  1BN,E01004319,51.511692,-0.063088,E09000030
284,E1  1BP,E01035686,51.515028,-0.064157,E09000030
285,E1  1BQ,E01004322,51.517955,-0.058454,E09000030
286,E1  1BS,E01004322,51.519449,-0.056402,E09000030
287,E1  1BT,E01004208,51.519943,-0.058485,E09000030
288,E1  1BU,E01004208,51.520018,-0.057631,E09000030
289,E1  1BW,E01004208,51.520018,-0.057631,E09000030
290,E1  1BX,E01035686,51.516475,-0.066286,E09000030
291,E1  1BY,E01004208,51.519554,-0.059467,E09000030
292,E1  1BZ,E01004322,51.519037,-0.059201,E09000030
293,E1  1DA,E01035686,51.518217,-0.062883,E09000030
294,E1  1DB,E01004208,51.519174,-0.060939,E09000030
295,E1  1DD,E01004321,51.514596,-0.063613,E09000030
296,E1  1DE,E01004208,51.518863,-0.062264,E09000030
297,E1  1DF,E01035687,51.515275,-0.06824,E09000030
298,E1  1DG,E01004208,51.519118,-0.061374,E09000030
299,E1  1DH,E01035686,51.517367,-0.063135,E09000030
300,E1  1DJ,E01004322,51.519027,-0.058048,E09000030
301,E1  1DL,E01035686,51.516935,-0.064206,E09000030
302,E1  1DN,E01004309,51.518517,-0.06362,E09000030
303,E1  1DP,E01004309,51.518183,-0.064643,E09000030
304,E1  1DQ,E01004309,51.517641,-0.067246,E09000030
305,E1  1DR,E01004309,51.518241,-0.064323,E09000030
306,E1  1DS,E01004309,51.518241,-0.064323,E09000030
307,E1  1DT,E01004309,51.517757,-0.066102,E09000030
308,E1  1DU,E01004309,51.51702,-0.068267,E09000030
309,E1  1DW,E01004309,51.518372,-0.064116,E09000030
310,E1  1DX,E01004309,51.516788,-0.068911,E09000030
311,E1  1DY,E01035687,51.51674,-0.067644,E09000030
312,E1  1DZ,E01035686,51.515088,-0.064558,E09000030
313,E1  1EA,E01035687,51.51564,-0.070199,E09000030
314,E1  1EB,E01035687,51.516234,-0.067507,E09000030
315,E1  1ED,E01035687,51.51564,-0.070199,E09000030
316,E1  1EE,E01035687,51.515853,-0.067307,E09000030
317,E1  1EF,E01004306,51.517437,-0.070123,E09000030
318,E1  1EG,E01035687,51.515497,-0.067524,E09000030
319,E1  1EH,E01035687,51.515982,-0.066941,E09000030
320,E1  1EJ,E01035686,51.515787,-0.065494,E09000030
321,E1  1EL,E01035686,51.515088,-0.064558,E09000030
322,E1  1EN,E01035686,51.515648,-0.065788,E09000030
323,E1  1EP,E01035687,51.516031,-0.066665,E09000030
324,E1  1EQ,E01035686,51.515702,-0.0658,E09000030
325,E1  1ER,E01035687,51.515599,-0.066626,E09000030
326,E1  1ES,E01035686,51.516906,-0.064625,E09000030
327,E1  1ET,E01035686,51.517052,-0.063682,E09000030
328,E1  1EU,E01035686,51.516528,-0.063531,E09000030
329,E1  1EW,E01035687,51.516758,-0.067672,E09000030
330,E1  1EX,E01035689,51.514694,-0.067356,E09000030
331,E1  1EY,E01004321,51.516894,-0.063371,E09000030
332,E1  1EZ,E01035687,51.515608,-0.066654,E09000030
333,E1  1FA,E01035687,51.515531,-0.067955,E09000030
334,E1  1FB,E01035687,51.515531,-0.067955,E09000030
335,E1  1FD,E01035687,51.515531,-0.067955,E09000030
336,E1  1FE,E01035687,51.514917,-0.06997,E09000030
337,E1  1FF,E01035686,51.516894,-0.066124,E09000030
338,E1  1FG,E01035686,51.516894,-0.066124,E09000030
339,E1  1FH,E01035689,51.514452,-0.066329,E09000030
340,E1  1FJ,E01035689,51.514687,-0.067515,E09000030
341,E1  1FL,E01035689,51.513027,-0.06662,E09000030
342,E1  1FN,E01035686,51.516894,-0.066124,E09000030
343,E1  1FP,E01035686,51.516894,-0.066124,E09000030
344,E1  1FQ,E01035689,51.513027,-0.066605,E09000030
345,E1  1FR,E01004322,51.518702,-0.060138,E09000030
346,E1  1FS,E01004321,51.514179,-0.062881,E09000030
347,E1  1FT,E01035686,51.516894,-0.066124,E09000030
348,E1  1FX,E01035686,51.516894,-0.066124,E09000030
349,E1  1FY,E01035686,51.516894,-0.066124,E09000030
350,E1  1GU,E01035686,51.517335,-0.063958,E09000030
351,E1  1GW,E01035686,51.517335,-0.063958,E09000030
352,E1  1HA,E01035686,51.51637,-0.063249,E09000030
353,E1  1HB,E01035686,51.516467,-0.06584,E09000030
354,E1  1HD,E01035687,51.515875,-0.068099,E09000030
355,E1  1HE,E01004321,51.515427,-0.062237,E09000030
356,E1  1HF,E01004322,51.519027,-0.058048,E09000030
357,E1  1HG,E01004321,51.51642,-0.062959,E09000030
358,E1  1HH,E01004321,51.516782,-0.062583,E09000030
359,E1  1HJ,E01035686,51.517857,-0.062869,E09000030
360,E1  1HL,E01035686,51.515464,-0.063331,E09000030
361,E1  1HN,E01035686,51.515203,-0.063328,E09000030
362,E1  1HP,E01035686,51.515203,-0.063328,E09000030
363,E1  1HQ,E01035686,51.516099,-0.063174,E09000030
364,E1  1HR,E01004321,51.515423,-0.063578,E09000030
365,E1  1HS,E01004321,51.515887,-0.063356,E09000030
366,E1  1HT,E01035686,51.515088,-0.064558,E09000030
367,E1  1HU,E01004321,51.517016,-0.063107,E09000030
368,E1  1HW,E01004322,51.519019,-0.058106,E09000030
369,E1  1HX,E01004321,51.516437,-0.062944,E09000030
370,E1  1HY,E01035686,51.516467,-0.06584,E09000030
371,E1  1HZ,E01004309,51.516515,-0.06872,E09000030
372,E1  1JA,E01004322,51.518193,-0.061442,E09000030
373,E1  1JB,E01035687,51.517366,-0.065802,E09000030
374,E1  1JD,E01035686,51.517835,-0.064283,E09000030
375,E1  1JE,E01035686,51.517979,-0.063729,E09000030
376,E1  1JF,E01035687,51.517366,-0.065802,E09000030
377,E1  1JG,E01035686,51.517457,-0.064789,E09000030
378,E1  1JH,E01035686,51.517727,-0.063696,E09000030
379,E1  1JJ,E01004309,51.516994,-0.068354,E09000030
380,E1  1JL,E01004309,51.516994,-0.068354,E09000030
381,E1  1JN,E01035686,51.516518,-0.064584,E09000030
382,E1  1JP,E01035686,51.516108,-0.064269,E09000030
383,E1  1JQ,E01035686,51.51747,-0.065552,E09000030
384,E1  1JR,E01035686,51.516541,-0.063775,E09000030
385,E1  1JS,E01004321,51.516867,-0.062854,E09000030
386,E1  1JT,E01004321,51.516307,-0.062704,E09000030
387,E1  1JU,E01035687,51.517099,-0.065957,E09000030
388,E1  1JW,E01035686,51.515528,-0.064496,E09000030
389,E1  1JX,E01035687,51.517319,-0.066265,E09000030
390,E1  1JY,E01035687,51.516628,-0.067981,E09000030
391,E1  1JZ,E01004309,51.516994,-0.068354,E09000030
392,E1  1LA,E01035687,51.51502,-0.065872,E09000030
393,E1  1LB,E01035687,51.515125,-0.067352,E09000030
394,E1  1LD,E01035687,51.515122,-0.068794,E09000030
395,E1  1LE,E01035689,51.512763,-0.06751,E09000030
396,E1  1LF,E01035687,51.515106,-0.066748,E09000030
397,E1  1LG,E01035687,51.51551,-0.069426,E09000030
398,E1  1LH,E01035687,51.515334,-0.070745,E09000030
399,E1  1LJ,E01035689,51.514687,-0.066967,E09000030
400,E1  1LL,E01035687,51.51489,-0.069481,E09000030
401,E1  1LN,E01035687,51.514816,-0.069326,E09000030
402,E1  1LP,E01035689,51.514678,-0.06753,E09000030
403,E1  1LQ,E01032767,51.5121,-0.067135,E09000030
404,E1  1LR,E01035689,51.513748,-0.067267,E09000030
405,E1  1LS,E01035689,51.514063,-0.066734,E09000030
406,E1  1LT,E01035689,51.513644,-0.066939,E09000030
407,E1  1LU,E01035689,51.512753,-0.067496,E09000030
408,E1  1LW,E01035689,51.514717,-0.068796,E09000030
409,E1  1LX,E01035689,51.512717,-0.066892,E09000030
410,E1  1LY,E01004319,51.512737,-0.066502,E09000030
411,E1  1LZ,E01004319,51.513778,-0.065276,E09000030
412,E1  1NA,E01004319,51.512822,-0.065115,E09000030
413,E1  1NB,E01004321,51.514409,-0.06535,E09000030
414,E1  1ND,E01035689,51.514433,-0.066286,E09000030
415,E1  1NE,E01035689,51.513053,-0.065509,E09000030
416,E1  1NG,E01004321,51.514138,-0.065275,E09000030
417,E1  1NH,E01035689,51.513053,-0.065509,E09000030
418,E1  1NJ,E01004321,51.514646,-0.064476,E09000030
419,E1  1NL,E01004321,51.514667,-0.063033,E09000030
420,E1  1NN,E01004321,51.514646,-0.064476,E09000030
421,E1  1NP,E01035689,51.51467,-0.065916,E09000030
422,E1  1NR,E01035689,51.514694,-0.067356,E09000030
423,E1  1NS,E01035689,51.513771,-0.065954,E09000030
424,E1  1NT,E01035689,51.513891,-0.066136,E09000030
425,E1  1NU,E01004321,51.514636,-0.064981,E09000030
426,E1  1NW,E01004321,51.514646,-0.064476,E09000030
427,E1  1NY,E01035689,51.514627,-0.066033,E09000030
428,E1  1NZ,E01035689,51.514627,-0.066033,E09000030
429,E1  1PA,E01004319,51.512415,-0.064397,E09000030
430,E1  1PB,E01004319,51.512513,-0.064912,E09000030
431,E1  1PD,E01004319,51.511755,-0.065852,E09000030
432,E1  1PE,E01004319,51.512502,-0.065849,E09000030
433,E1  1PF,E01004319,51.512338,-0.066274,E09000030
434,E1  1PG,E01004319,51.512139,-0.065677,E09000030
435,E1  1PH,E01035686,51.515088,-0.064558,E09000030
436,E1  1PJ,E01004321,51.514268,-0.063382,E09000030
437,E1  1PP,E01004319,51.513359,-0.06551,E09000030
438,E1  1PQ,E01004321,51.51413,-0.062653,E09000030
439,E1  1PR,E01035689,51.513421,-0.066012,E09000030
440,E1  1PS,E01035689,51.513351,-0.06662,E09000030
441,E1  1PT,E01035689,51.513053,-0.065509,E09000030
442,E1  1PU,E01004321,51.515015,-0.062875,E09000030
443,E1  1PW,E01035689,51.513406,-0.066157,E09000030
444,E1  1PX,E01004321,51.514955,-0.062502,E09000030
445,E1  1PY,E01004321,51.514182,-0.063083,E09000030
446,E1  1PZ,E01004321,51.5145,-0.062738,E09000030
447,E1  1QA,E01004321,51.514646,-0.064476,E09000030
448,E1  1QB,E01004321,51.513934,-0.063295,E09000030
449,E1  1QD,E01004321,51.513934,-0.063295,E09000030
450,E1  1QE,E01004321,51.513724,-0.063074,E09000030
451,E1  1QF,E01004319,51.512864,-0.062778,E09000030
452,E1  1QG,E01004322,51.519027,-0.058048,E09000030
453,E1  1QH,E01004319,51.512954,-0.063294,E09000030
454,E1  1QL,E01004319,51.511826,-0.062506,E09000030
455,E1  1QN,E01004319,51.512586,-0.062271,E09000030
456,E1  1QP,E01035689,51.51467,-0.065916,E09000030
457,E1  1QQ,E01035686,51.515088,-0.064558,E09000030
458,E1  1QR,E01004321,51.513747,-0.064514,E09000030
459,E1  1QS,E01004319,51.51195,-0.06459,E09000030
460,E1  1QT,E01004319,51.51195,-0.06459,E09000030
461,E1  1QU,E01004319,51.51195,-0.06459,E09000030
462,E1  1QW,E01004319,51.512857,-0.062346,E09000030
