id,name,address,postcode,Last Recorded Financial Year,income,expenditure,howHelps,whatDoes,whoHelps,activities,aim,sizeBand,primaryFocus,lsoaCode,lat,lng,imdScore,imdDecile,incomeScore,employmentRate,educationSkillsTrainingScore,healthDeprivation,crimeDeprivation,housingBarriersDeprivation,livingEnvScore,totalPopulation,childPopulation,olderPopulation
1154529,ASHAADIBI EDUCATION & CULTURAL CENTRE,"167 Cannon Street Road, London",E1 2LX,31/01/2025,170593.0,168659.0,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Religious Activities, Arts/culture/heritage/science, Environment/conservation/heritage, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity, Recreation, Other Charitable Purposes","Children/young People, People Of A Particular Ethnic Or Racial Origin",Improving the quality of lives of the community in Tower Hamlets; through the works of an Education and Cultural Centre,"1. TO DEVELOP THE CAPACITY, SKILLS AND EDUCATION OF THE MEMBERS OF THE DISADVANTAGED COMMUNITY IN TOWER HAMLETS, IN SUCH A WAY THAT THEY ARE BETTER ABLE TO IDENTIFY AND HELP MEET THEIR NEEDS AND TO PARTICIPATE MORE FULLY IN SOCIETY. 
2. ADVANCE EDUCATION AND TO PROVIDE COMMUNITY SERVICES WITH THE OBJECT OF IMPROVING THE QUALITY OF LIFE FOR THE GENERAL PUBLIC IN EAST LONDON 
3. TO ADVANCE THE ISLAMIC FAITH FOR THE BENEFIT OF THE PUBLIC IN TOWER HAMLETS IN PARTICULAR BUT NOT EXCLUSIVELY BY THE PROVISION OF A MOSQUE AND EDUCATION AND CULTURAL CENTRE.",Medium,Human Rights/religious Or Racial Harmony/equality Or Diversity,E01004319,51.51336,-0.061763,35.858,2.0,0.499,0.157,19.428,0.284,0.344,43.836,33.965,2540.0,506.0,264.0
1154615,LANSBURY ESTATE MUSLIM ASSOCIATION,"20 Alton Street, LONDON",E14 6BZ,31/03/2025,228323.0,98376.0,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Religious Activities, Recreation","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin","TO ADVANCE THE ISLAMIC FAITH FOR THE PUBLIC BENEFIT IN SUCH WAYS AS THE TRUSTEES SHALL DEEM FIT.	THE ADVANCEMENT OF EDUCATION AND TRAINING, INCLUDING RELIGIOUS EDUCATION. THE PROMOTION OF RACIAL HARMONY FOR THE PUBLIC BENEFIT BY: PROMOTING KNOWLEDGE AND MUTUAL UNDERSTANDING BETWEEN DIFFERENT RACIAL GROUPS; ADVANCING EDUCATION AND RAISING AWARENESS ABOUT DIFFERENT RACIAL GROUPS TO PROMOTE GOOD","THE OBJECTIVES OF THE ORGANIZATION SHALL BE:
 
(1)TO ADVANCE THE ISLAMIC FAITH FOR THE PUBLIC BENEFIT IN SUCH WAYS AS THE TRUSTEES SHALL DEEM FIT.

(2)THE ADVANCEMENT OF EDUCATION AND TRAINING, INCLUDING RELIGIOUS EDUCATION.

(3)THE RELIEF OF POVERTY AND FINANCIAL HARDSHIP.

(4)THE PROMOTION AND PROTECTION OF GOOD HEALTH.

(5) THE PROMOTION OF RACIAL HARMONY FOR THE PUBLIC BENEFIT BY: 

(A) PROMOTING KNOWLEDGE AND MUTUAL UNDERSTANDING BETWEEN DIFFERENT RACIAL GROUPS;

(B) ADVANCING EDUCATION AND RAISING AWARENESS ABOUT DIFFERENT RACIAL GROUPS TO PROMOTE GOOD RELATIONS BETWEEN PERSONS OF DIFFERENT RACIAL GROUPS;

(C) WORKING TOWARDS THE ELIMINATION OF DISCRIMINATION ON THE GROUNDS OF RACE.

(6)TO ACT AS A RESOURCE FOR YOUNG PEOPLE UP TO THE AGE OF 25 LIVING IN LANSBURY, TOWER HAMLETS AND THE SURROUNDING AREA BY PROVIDING ADVICE AND ASSISTANCE AND ORGANISING PROGRAMMES OF PHYSICAL, EDUCATIONAL AND OTHER ACTIVITIES AS A MEANS OF:

(A) ADVANCING IN LIFE AND HELPING YOUNG PEOPLE BY DEVELOPING THEIR SKILLS, CAPACITIES AND CAPABILITIES TO ENABLE THEM TO PARTICIPATE IN SOCIETY AS INDEPENDENT, MATURE AND RESPONSIBLE INDIVIDUALS;

(B) ADVANCING EDUCATION;

(C) RELIEVING UNEMPLOYMENT;

(D) PROVIDING RECREATIONAL AND LEISURE TIME ACTIVITY IN THE INTERESTS OF SOCIAL WELFARE FOR PEOPLE LIVING IN THE AREA OF BENEFIT WHO HAVE NEED BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABILITY, POVERTY OR SOCIAL AND ECONOMIC CIRCUMSTANCES WITH A VIEW TO IMPROVING THE CONDITIONS OF LIFE OF SUCH PERSONS.",Medium,Overseas Aid/famine Relief,E01035685,51.515723,-0.018048,50.311,1.0,0.662,0.253,40.132,0.536,0.62,39.111,24.59,1560.0,457.0,180.0
1154668,ST PETER'S BETHNAL GREEN,"THE VICARAGE, ST. PETER'S CLOSE, LONDON",E2 7AE,31/12/2024,457937.0,252172.0,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services","General Charitable Purposes, The Prevention Or Relief Of Poverty, Religious Activities","Children/young People, Elderly/old People, The General Public/mankind","To promote in the parish the whole mission of the Church with a focus to worship God, make friends and change the world. This is achieved through working alongside a number of organisations as partners in undertaking mercy, justice and evangelism, practically, financially and/or in encouraging people to volunteer, and receiving support from them to fulfil our calling as a local church.",PROMOTING IN THE ECCLESIASTICAL PARISH THE WHOLE MISSION OF THE CHURCH,Medium,Religious Activities,E01004204,51.529956,-0.064186,37.469,2.0,0.472,0.191,18.864,0.728,0.473,32.576,44.911,1876.0,319.0,275.0
1154824,SOCIETYLINKS TOWER HAMLETS,"WHITECHAPEL THRESHOLD CENTRE, 80 JOHN FISHER STREET, LONDON",E1 8JX,31/03/2025,474210.0,463754.0,Provides Services,"General Charitable Purposes, Education/training","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin",Improve the health and education of residents who reside in Tower Hamlets,"1. TO ADVANCE EDUCATION AND TRAINING FOR PEOPLE IN THE LONDON BOROUGH OF TOWER HAMLETS.

2. THE RELIEF OF UNEMPLOYMENT FOR THE BENEFIT OF THE PUBLIC IN SUCH WAYS AS MAY BE THOUGHT FIT.

3. TO PROMOTE SOCIAL INCLUSION FOR THE PUBLIC BENEFIT BY PREVENTING PEOPLE FROM BECOMING SOCIALLY EXCLUDED, RELIEVING THE NEEDS OF THOSE PEOPLE WHO ARE SOCIALLY EXCLUDED AND ASSISTING THEM TO INTEGRATE INTO SOCIETY.

FOR THE PURPOSE OF THIS CLAUSE ‘SOCIALLY EXCLUDED’ MEANS BEING EXCLUDED FROM SOCIETY, OR PARTS OF SOCIETY, AS A RESULT OF ONE OF MORE OF THE FOLLOWING FACTORS: UNEMPLOYMENT; FINANCIAL HARDSHIP; YOUTH OR OLD AGE; ILL HEALTH (PHYSICAL OR MENTAL); SUBSTANCE ABUSE OR DEPENDENCY INCLUDING ALCOHOL AND DRUGS; DISCRIMINATION ON THE GROUNDS OF SEX, RACE, DISABILITY, ETHNIC ORIGIN, RELIGION, BELIEF, CREED, SEXUAL ORIENTATION OR GENDER RE-ASSIGNMENT; POOR EDUCATIONAL OR SKILLS ATTAINMENT; RELATIONSHIP AND FAMILY BREAKDOWN; POOR HOUSING (THAT IS HOUSING THAT DOES NOT MEET BASIC HABITABLE STANDARDS; CRIME (EITHER AS A VICTIM OF CRIME OR AS AN OFFENDER REHABILITATING INTO SOCIETY).

4. THE PROMOTION OF EQUALITY AND DIVERSITY FOR THE PUBLIC BENEFIT BY:

(A) THE ELIMINATION OF DISCRIMINATION ON THE GROUNDS OF RACE, GENDER, DISABILITY , SEXUAL ORIENTATION OR RELIGION;
(B) ADVANCING EDUCATION AND RAISING AWARENESS IN EQUALITY AND DIVERSITY;
(C) PROMOTING ACTIVITIES TO FOSTER UNDERSTANDING BETWEEN PEOPLE FROM DIVERSE BACKGROUNDS;
(D) CONDUCTING OR COMMISSIONING RESEARCH ON EQUALITY AND DIVERSITY ISSUES AND PUBLISHING THE RESULTS TO THE PUBLIC;
(E) CULTIVATING A SENTIMENT IN FAVOUR OF EQUALITY AND DIVERSITY.

5. TO ADVANCE IN LIFE AND RELIEVE NEEDS OF YOUNG PEOPLE THROUGH:

(A) THE PROVISION OF RECREATIONAL AND LEISURE TIME ACTIVITIES PROVIDED IN THE INTEREST OF SOCIAL WELFARE, DESIGNED TO IMPROVE THEIR CONDITIONS OF LIFE;
(B) PROVIDING SUPPORT AND ACTIVITIES WHICH DEVELOP THEIR SKILLS, CAPACITIES AND CAPABILITIES TO ENABLE THEM TO PARTICIPATE IN SOCIETY AS MATURE AND RESPONSIBLE INDIVIDUALS.

6. SUCH OTHER CHARITABLE PURPOSES FOR THE PUBLIC BENEFIT AS ARE EXCLUSIVELY CHARITABLE ACCORDING TO THE LAWS OF ENGLAND AND WALES AS THE TRUSTEES MAY FROM TIME TO TIME DETERMINE.",Medium,General Charitable Purposes,E01035697,51.510602,-0.069533,21.959,4.0,0.29,0.116,7.86,0.432,-0.463,29.474,36.923,1802.0,230.0,150.0
1154842,TOWER HAMLETS MISSION,"TOWER HAMLETS MISSION, 31 MILE END ROAD, LONDON",E1 4TP,31/03/2025,781675.0,807940.0,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities",Other Charitable Purposes,The General Public/mankind,"Working with people suffering from alcohol and/or drug dependency, who are homeless, or in danger of becoming homeless and are receiving state benefits. Our aim is to enable them to break the cycle of chronic addiction definitively and to rebuild purposeful, stable lives through the provision of high quality, comprehensive, and long term residential therapy, rehabilitation and resettlement.","THE RELIEF OF THOSE IN NEED, BY REASON OF YOUTH, AGE, ILL-HEALTH, DISABILITY, FINANCIAL HARDSHIP OR OTHER DISADVANTAGE.THE OBJECT IS TO BE CARRIED OUT ACCORDING TO TOWER HAMLETS MISSION'S BELIEF AND PRACTICE OF THE CHRISTIAN FAITH AS SET OUT IN THE SCHEDULE TO THE GOVERNING DOCUMENT.",Medium,Other Charitable Purposes,E01004208,51.520506,-0.054497,30.764,3.0,0.326,0.109,5.775,0.326,1.587,36.233,46.817,2093.0,251.0,102.0
1154961,ACID SURVIVORS TRUST INTERNATIONAL,"Fora Space Ltd, 42-46 Princelet Street, LONDON",E1 5LP,31/12/2024,287522.0,237851.0,"Makes Grants To Organisations, Provides Human Resources, Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","The Advancement Of Health Or Saving Of Lives, Overseas Aid/famine Relief, Human Rights/religious Or Racial Harmony/equality Or Diversity","Children/young People, People With Disabilities, The General Public/mankind","- Promote and protect the health of acid burns survivors
- Advance the education of the general public in all areas relating to acid burn survivors with view to eliminating acid and burn violence worldwide","TO PROMOTE AND PROTECT THE HEALTH OF ACID AND BURN VIOLENCE SURVIVORS IN PARTICULAR BUT NOT EXCLUSIVELY BY THE PROVISION OF AN INTEGRATED PROGRAMME OF CARE AND SUPPORT

TO ADVANCE THE EDUCATION OF THE GENERAL PUBLIC IN ALL AREAS RELATING TO ACID AND BURN VIOLENCE SURVIVORS BY SUCH MEANS AS THE TRUSTEES THINK FIT WITH A VIEW TO ELIMINATING ACID AND BURN VIOLENCE WORLDWIDE",Medium,Overseas Aid/famine Relief,E01004306,51.519646,-0.070447,36.117,2.0,0.387,0.19,15.221,0.546,0.73,38.717,48.653,1926.0,302.0,204.0
1155215,ZEN MARTIAL ARTS ACADEMY LIMITED,"SHAHIDULLAH & CO, 299A BETHNAL GREEN ROAD, LONDON",E2 6AH,31/03/2021,895.0,935.0,"Makes Grants To Individuals, Provides Services","General Charitable Purposes, Amateur Sport","Children/young People, The General Public/mankind",Provides services to Martial Arts Education and Training.,THE PROMOTION OF COMMUNITY PARTICIPATION IN HEALTHY RECREATION IN PARTICULAR BY THE PROVISION OF FACILITIES FOR THE PRACTICE OF MARTIAL ARTS.,Micro,Amateur Sport,E01004313,51.526618,-0.065193,37.223,2.0,0.505,0.166,19.383,0.446,0.766,34.235,41.577,2156.0,398.0,144.0
1156554,CELL FOUNDATION,"256-258 Cambridge Heath Road, Bethnal Green, LONDON",E2 9DA,31/03/2025,204606.0,111440.0,"Provides Human Resources, Provides Buildings/facilities/open Space, Sponsors Or Undertakes Research","Education/training, Arts/culture/heritage/science",The General Public/mankind,"Supporting practice and appreciation of visual art for the public benefit and advancement of education in the arts, by establishing an art gallery to provide ongoing exhibitions, educational events for schools, lectures and intern training programmes with financial support by Arts Council England. Continued support for artists who are in financial need by assisting with studio space for them.","TO PROMOTE THE APPRECIATION OF ART AND TO ADVANCE EDUCATION FOR THE PUBLIC BENEFIT BY:-
·THE ESTABLISHMENT AND MAINTENANCE OF AN ART GALLERY;
·THE PROVISION OF EXHIBITIONS, LECTURES AND INTERN TRAINING PROGRAMMES;AND
·BY SUPPORTING ARTISTS WHO ARE IN FINANCIAL NEED BY ASSISTING WITH WORKING STUDIO SPACE FOR THEM.",Medium,Arts/culture/heritage/science,E01035661,51.531861,-0.057026,41.343,2.0,0.499,0.145,24.39,1.328,0.846,40.487,33.848,1647.0,332.0,88.0
1157403,FAIJURRAHMAN-MUHIUSSUNNAH ACADEMY,"FLAT 21, LOWESWATER HOUSE, 22 SOUTHERN GROVE, LONDON",E3 4PY,30/06/2024,17151.0,10799.0,Makes Grants To Organisations,"General Charitable Purposes, The Prevention Or Relief Of Poverty","Children/young People, The General Public/mankind","The advancement of education and relief of poverty and sickness in Moulvi Bazar, Bangladesh in particular but not exclusively by the making of grant","THE ADVANCEMENT OF EDUCATION AND THE RELIEF OF POVERTY AND SICKNESS IN MOULOVI BAZAR,BANGALDESH IN PARTICULAR BUT NOT EXCLUSIVELY BY THE MAKING OF GRANTS",Small,The Prevention Or Relief Of Poverty,E01035675,51.523013,-0.030691,31.98,3.0,0.412,0.127,17.039,0.551,0.566,40.807,35.16,1865.0,309.0,140.0
1157500,CHRIST CHURCH PRIMARY SCHOOL PFA,"CHRISTCHURCH PRIMARY SCHOOL, 47A BRICK LANE, LONDON",E1 6PU,01/04/2025,5577.0,5735.0,"Makes Grants To Organisations, Provides Services, Provides Advocacy/advice/information",Education/training,Children/young People,"Supporting the work of Christ Church Primary School, Brick Lane.","TO ADVANCE THE EDUCATION OF PUPILS IN THE SCHOOL IN PARTICULAR BY:
1) DEVELOPING EFFECTIVE RELATIONSHIPS BETWEEN THE STAFF PARENTS AND OTHERS ASSOCIATED WITH THE SCHOOL;
2) ENGAGING IN ACTIVITIES OR PROVIDING FACILITIES OR EQUIPMENT WHICH SUPPORT THE SCHOOL AND ADVANCE THE EDUCATION OF THE PUPILS.",Micro,Education/training,E01004306,51.518305,-0.071499,36.117,2.0,0.387,0.19,15.221,0.546,0.73,38.717,48.653,1926.0,302.0,204.0
1157888,ABERFELDY ISLAMIC CULTURAL CENTRE,"36 Aberfeldy Street, London",E14 0NU,31/03/2025,147923.0,38650.0,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Religious Activities, Arts/culture/heritage/science, Human Rights/religious Or Racial Harmony/equality Or Diversity, Recreation","Children/young People, Elderly/old People","-Education-Community Development-Prayer meetings-Public celebration of religious festivals-Produce and/or distributing literature on the Islamic faith to enlighten others about the Islamic religion.","4.1)	TO ADVANCE THE ISLAMIC RELIGION FOR THE BENEFIT OF THE PUBLIC THROUGH THE HOLDING OF PRAYER MEETINGS, LECTURES, PUBLIC CELEBRATION OF RELIGIOUS FESTIVALS, PRODUCING AND/OR DISTRIBUTING LITERATURE ON THE ISLAMIC FAITH TO ENLIGHTEN OTHERS ABOUT THE ISLAMIC RELIGION.
4.2)	TO ADVANCE THE EDUCATION OF THE PUBLIC IN SUCH SUBJECTS AND BY SUCH MEANS 	AS THE TRUSTEES MAY DETERMINE.
4.3)	TO PROVIDE OR ASSIST IN THE PROVISION OF FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION OR OTHER LEISURE TIME OCCUPATION OF INDIVIDUALS WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE INFIRMITY OR DISABILITY, FINANCIAL HARDSHIP OR SOCIAL CIRCUMSTANCES WITH THE OBJECT OF IMPROVING THEIR CONDITIONS OF LIFE.",Medium,Human Rights/religious Or Racial Harmony/equality Or Diversity,E01004243,51.513401,-0.00574,35.878,2.0,0.473,0.184,26.492,0.587,0.163,35.006,33.979,1694.0,447.0,117.0
1158070,AL-ISTIQAAMAH,"48 Smythe Street, London",E14 0HF,31/12/2024,646.0,144.0,Provides Services,"General Charitable Purposes, Education/training, Religious Activities","Children/young People, The General Public/mankind","Childrens Islamic evening school.
Islamic Events and seminars. 
Islamic literature materials.
youth activities.","THE CHARITY’S OBJECTS (“THE OBJECTS”) ARE:-
1)TO ADVANCE THE ISLAMIC RELIGION IN ACCORDANCE WITH THE STATEMENT OF FAITH ATTACHED HERETO; AND
2)TO PROVIDE OR ASSIST IN THE PROVISION OF FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION OR OTHER LEISURE TIME OCCUPATION OF INDIVIDUALS WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE INFIRMITY OR DISABILITY, FINANCIAL HARDSHIP OR SOCIAL CIRCUMSTANCES WITH THE OBJECT OF IMPROVING THEIR CONDITIONS OF LIFE.",Micro,Religious Activities,E01004257,51.509461,-0.013636,47.337,1.0,0.624,0.214,32.022,0.677,0.656,37.491,38.143,2290.0,547.0,176.0
1158184,HELP ONE CHILD,"Help One Child, 10 Lanark Square, LONDON",E14 9RE,31/07/2015,17955.0,17549.0,"Makes Grants To Individuals, Provides Services","Education/training, The Prevention Or Relief Of Poverty",Children/young People,"The prevention or relief of poverty of children in the UK and Bangladesh by providing: grants, items and services to individuals in need and/or charities, or other organisations working to prevent or relieve poverty;(b) For the public benefit to promote the education (including social and physical training) of children in the UK and Bangladesh in such ways as the charity trustees think fit.","(A) THE PREVENTION OR RELIEF OF POVERTY OF CHILDREN IN THE UK AND BANGLADESH BY PROVIDING: GRANTS, ITEMS AND SERVICES TO INDIVIDUALS IN NEED AND/OR CHARITIES, OR OTHER ORGANISATIONS WORKING TO PREVENT OR RELIEVE POVERTY;
(B) FOR THE PUBLIC BENEFIT TO PROMOTE THE EDUCATION (INCLUDING SOCIAL AND PHYSICAL TRAINING) OF CHILDREN IN THE UK AND BANGLADESH IN SUCH WAYS AS THE CHARITY TRUSTEES THINK FIT.",Small,The Prevention Or Relief Of Poverty,E01035706,51.49604,-0.01556,13.535,7.0,0.193,0.06,7.502,-0.459,0.272,25.18,27.251,1338.0,214.0,52.0
1158667,DATE PALM PRIMARY SCHOOL LTD,"80-82 Greenfield Road, London",E1 1EJ,31/12/2024,548360.0,554982.0,"Provides Buildings/facilities/open Space, Provides Services",Education/training,Children/young People,"The charity's objective are as follows:The advancement of education in accordance with the national curriculum of the United Kingdom combined with the principles of the Islamic faith for the benefit of the public and local community.","THE ADVANCEMENT OF EDUCATION IN ACCORDANCE WITH THE PRINCIPLES OF THE FAITH OF ISLAM, IN PARTICULAR THROUGH THE ESTABLISHMENT AND MAINTENANCE OF A PRIMARY SCHOOL.",Medium,Education/training,E01035686,51.515787,-0.065494,32.731,3.0,0.421,0.121,15.636,0.329,0.792,39.48,44.652,1892.0,252.0,49.0
1158669,LES CROCODILES,"Flat 1203, Moro Apartments, 22 New Festival Avenue, LONDON",E14 6FT,31/05/2024,120930.0,104794.0,Provides Services,"Education/training, Arts/culture/heritage/science","Children/young People, The General Public/mankind","To advance the education for the public benefit by teaching the French language and French culture, heritage and history to children in East and North London and to adults through the provision of after school, weekend and holiday classes and through organising events open to the general public as the trustees shall determine.","TO ADVANCE THE EDUCATION FOR THE PUBLIC BENEFIT BY TEACHING THE FRENCH LANGUAGE AND FRENCH CULTURE, HERITAGE AND HISTORY TO CHILDREN IN EAST AND NORTH LONDON AND TO ADULTS THROUGH THE PROVISION OF AFTER-SCHOOL, WEEKEND AND HOLIDAY CLASSES AND THROUGH ORGANISING EVENTS OPEN TO THE GENERAL PUBLIC AS THE TRUSTEES SHALL DETERMINE.",Medium,Arts/culture/heritage/science,E01035693,51.512897,-0.021111,24.326,4.0,0.334,0.118,10.364,0.715,0.514,27.076,21.074,1617.0,292.0,82.0
1159691,BETHNAL GREEN SPEAR TRUST,"THE VICARAGE, ST. PETER'S CLOSE, LONDON",E2 7AE,31/08/2022,93208.0,98589.0,"Provides Services, Provides Advocacy/advice/information","Education/training, The Prevention Or Relief Of Poverty, Economic/community Development/employment",Children/young People,"Bethnal Green Spear Trust runs pre-employment training courses for young people living in East London. The Spear Programme is a highly interactive, award-winning twelve-month programme that equips and supports disadvantaged 16 to 24 year olds to place them into long-term employment. 75% of Spear completers enter employment, education or training, and remain there a year later.","THE OBJECT OF THE CIO IS, FOR THE BENEFIT OF THE PUBLIC AND WITHIN A CHRISTIAN ETHOS, TO ACT AS A RESOURCE FOR YOUNG PEOPLE BETWEEN THE AGES OF 16 TO 24 LIVING IN EAST LONDON BY PROVIDING ADVICE, ASSISTANCE AND SUPPORT AND ORGANISING EDUCATIONAL PROGRAMMES AND OTHER ACTIVITIES AS A MEANS OF:
(A) HELPING YOUNG PEOPLE ADVANCE IN LIFE BY DEVELOPING THEIR SKILLS, CAPACITIES AND CAPABILITIES TO ENABLE THEM TO INTEGRATE INTO AND PARTICIPATE IN SOCIETY AS INDEPENDENT, MATURE AND RESPONSIBLE INDIVIDUALS;
(B) ADVANCING EDUCATION;
(C) RELIEVING UNEMPLOYMENT, ENABLING YOUNG PEOPLE TO GENERATE A SUSTAINABLE INCOME AND BE SELF-SUFFICIENT;
(D) PROVIDING RECREATIONAL AND LEISURE TIME ACTIVITIES PROVIDED IN THE INTEREST OF SOCIAL WELFARE, DESIGNED TO IMPROVE THEIR CONDITIONS OF LIFE.",Small,Economic/community Development/employment,E01004204,51.529956,-0.064186,37.469,2.0,0.472,0.191,18.864,0.728,0.473,32.576,44.911,1876.0,319.0,275.0
1161226,THIS IS GROWTH LTD,"Flat 7, Tartan House, Dee Street, LONDON",E14 0PF,31/03/2025,606257.0,536076.0,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Accommodation/housing, Religious Activities, Economic/community Development/employment",The General Public/mankind,"GrowTH was founded by local churches to serve the homeless of Tower Hamlets. Our main project is an emergency night shelter, open for seven months of the year. Guests in the shelter are given resettlement and employment support. GrowTH also has a housing project, offering affordable accommodation to the homeless. Guests are given the opportunity to explore the Christian faith should they wish.","THE RELIEF OF POVERTY THROUGH THE PROVISION OF ACCOMMODATION AND OTHER AMENITIES AND SERVICES. 
TO ADVANCE THE CHRISTIAN FAITH IN THE UNITED KINGDOM AND IN SUCH OTHER PARTS OF THE WORLD AS THE TRUSTEES MAY FROM TIME TO TIME THINK FIT. 
TO ADVANCE EDUCATION IN ACCORDANCE WITH CHRISTIAN PRINCIPLES BY SUCH MEANS AS THE TRUSTEES MAY CONSIDER APPROPRIATE. 
THE FURTHERANCE OF THE CHARITABLE WORK OF THE CHARITY BY THE ADVANCEMENT OF SUCH OTHER CHARITABLE PURPOSES AS THE TRUSTEES SHALL FROM TIME TO TIME DECIDE.",Medium,Accommodation/housing,E01004243,51.51405,-0.006879,35.878,2.0,0.473,0.184,26.492,0.587,0.163,35.006,33.979,1694.0,447.0,117.0
1161965,SCALLYWAGS PARENT PARTNERSHIP NURSERY,"Mowlem Childrens Centre, Wadeson Street, LONDON",E2 9DL,31/03/2025,102384.0,117900.0,Provides Services,Education/training,Children/young People,"Scallywags is a parent partnership nursery, established in 1991. We care for children aged between 20 months and 4 years.","THE OBJECTS OF THE CIO ARE TO ADVANCE THE DEVELOPMENT AND EDUCATION OF CHILDREN UNDER STATUTORY SCHOOL AGE IN EAST LONDON BY:
1)	PROVIDING AFFORDABLE, NON-PROFIT MAKING CHILDCARE WITH PARENTS ACTIVELY INVOLVED IN THE RUNNING OF THE SETTING;
2)	PROVIDING A SAFE AND STIMULATING ENVIRONMENT IN WHICH TO LEARN; AND
3)	PROVIDING PARENTS AND CARERS WITH OPPORTUNITIES TO BE INVOLVED IN THE DEVELOPMENT OF THEIR CHILDREN AND LEARN BEST PRACTICE PARENTING SKILLS THROUGH WORKING WITH QUALIFIED CHILDCARE PROFESSIONALS AND OTHER PARENTS.",Medium,Education/training,E01035660,51.534146,-0.054925,33.974,2.0,0.411,0.157,11.653,0.752,1.197,29.32,40.261,1500.0,254.0,119.0
1162185,BOW FOODBANK,"Bow Foodbank, Bow Community Hall, 1 William Place, London",E3 5ED,31/03/2025,781754.0,830628.0,"Provides Services, Provides Advocacy/advice/information",The Prevention Or Relief Of Poverty,Other Defined Groups,Operation of an independent foodbank in Tower Hamlets,"The relief of poverty in Tower Hamlets and neighbouring boroughs in London through access to food and essential items; advocacy and advice for people in Tower Hamlets and neighbouring boroughs in London to support long-term, permanent relief of poverty; and the advancement of education related to factors contributing to poverty in Tower Hamlets and neighbouring boroughs in London.",Medium,The Prevention Or Relief Of Poverty,E01004226,51.532455,-0.031163,31.751,3.0,0.439,0.162,19.922,0.665,0.788,24.584,26.975,2456.0,520.0,181.0
