pcd,pcd2,pcds,dointr,doterm,oscty,ced,oslaua,osward,parish,usertype,oseast1m,osnrth1m,osgrdind,oshlthau,nhser,ctry,rgn,streg,pcon,eer,teclec,ttwa,pct,itl,statsward,oa01,casward,npark,lsoa01,msoa01,ur01ind,oac01,oa11,lsoa11,msoa11,wz11,sicbl,bua24,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,icb,oa21,lsoa21,msoa21,ruc21
"E14 3WN","E14  3WN","E14 3WN","200006","","E99999999","E99999999","E09000030","E05009324","E43000220","0","537773","0178309","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGG","E00021537","00BGGG","E65000001","E01004276","E02000894","5","2B2","E00021537","E01004276","E02000894","E33036318","E38000255","E63012023","A1","2D3",51.486956,-0.017064,"E37000051","","E23000001",30144,"E56000028","E54000029","E00021537","E01004276","E02000894","UN1"
"E14 3WP","E14  3WP","E14 3WP","200112","200302","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3WQ","E14  3WQ","E14 3WQ","199812","","E99999999","E99999999","E09000030","E05009324","E43000220","0","537817","0178243","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGG","E00021538","00BGGG","E65000001","E01004276","E02000894","5","2A2","E00021538","E01004276","E02000894","E33036318","E38000255","E63012023","A1","2D3",51.486352,-0.016457,"E37000051","","E23000001",30144,"E56000028","E54000029","E00183778","E01004276","E02000894","UN1"
"E14 3WR","E14  3WR","E14 3WR","200112","200302","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","5","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3WS","E14  3WS","E14 3WS","200112","","E99999999","E99999999","E09000030","E05009327","E43000220","1","536915","0181202","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513162,-0.028291,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3WT","E14  3WT","E14 3WT","200206","200305","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","5","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3WU","E14  3WU","E14 3WU","200206","200806","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3WW","E14  3WW","E14 3WW","200006","","E99999999","E99999999","E09000030","E05009324","E43000220","0","537749","0178314","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGG","E00021537","00BGGG","E65000001","E01004276","E02000894","5","2B2","E00021537","E01004276","E02000894","E33036318","E38000255","E63012023","A1","2D3",51.487007,-0.017408,"E37000051","","E23000001",30144,"E56000028","E54000029","E00021537","E01004276","E02000894","UN1"
"E14 3WX","E14  3WX","E14 3WX","200206","200709","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3WY","E14  3WY","E14 3WY","200206","201005","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3WZ","E14  3WZ","E14 3WZ","200206","200303","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","5","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3XA","E14  3XA","E14 3XA","199101","","E99999999","E99999999","E09000030","E05009318","E43000220","0","538547","0179161","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGFY","E00021256","00BGFY","E65000001","E01004216","E02000893","5","2A2","E00021256","E01004216","E02000893","E33036315","E38000255","E63012023","A1","2B2",51.494423,-0.005589,"E37000051","","E23000001",19837,"E56000028","E54000029","E00021256","E01004216","E02000893","UN1"
"E14 3XB","E14  3XB","E14 3XB","199101","","E99999999","E99999999","E09000030","E05009318","E43000220","0","538340","0179046","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGFY","E00021227","00BGFY","E65000001","E01004217","E02000893","5","7B1","E00021227","E01004217","E02000893","E33036315","E38000255","E63012023","A1","4A3",51.493441,-0.008614,"E37000051","","E23000001",12388,"E56000028","E54000029","E00021227","E01004217","E02000893","UN1"
"E14 3XD","E14  3XD","E14 3XD","199101","","E99999999","E99999999","E09000030","E05009318","E43000220","0","538290","0179006","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGFY","E00021227","00BGFY","E65000001","E01004217","E02000893","5","7B1","E00021227","E01004217","E02000893","E33036315","E38000255","E63012023","A1","4A3",51.493093,-0.009350,"E37000051","","E23000001",12388,"E56000028","E54000029","E00021227","E01004217","E02000893","UN1"
"E14 3XE","E14  3XE","E14 3XE","200106","200607","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3XF","E14  3XF","E14 3XF","199612","200603","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3XG","E14  3XG","E14 3XG","200405","200507","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3XH","E14  3XH","E14 3XH","200309","200310","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","5","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3XJ","E14  3XJ","E14 3XJ","200106","200205","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3XL","E14  3XL","E14 3XL","200306","200509","E99999999","E99999999","E09000030","E05009324","E43000220","1","537916","0178723","5","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGFY","E00021227","00BGFY","E65000001","E01004217","E02000893","5","7B1","E00021227","E01004217","E02000893","E33036315","E38000255","E63012023","A1","4A3",51.490642,-0.014844,"E37000051","","E23000001",12388,"E56000028","E54000029","E00021227","E01004217","E02000893","UN1"
"E14 3XN","E14  3XN","E14 3XN","200208","200308","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","5","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3XP","E14  3XP","E14 3XP","200402","200604","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3XQ","E14  3XQ","E14 3XQ","200207","200602","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3XR","E14  3XR","E14 3XR","200212","201202","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3XS","E14  3XS","E14 3XS","200304","201812","E99999999","E99999999","E09000030","E05009327","E43000220","1","536915","0181202","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513162,-0.028291,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3XT","E14  3XT","E14 3XT","200205","200307","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","5","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3XU","E14  3XU","E14 3XU","200605","200610","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3XW","E14  3XW","E14 3XW","199606","200603","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3XX","E14  3XX","E14 3XX","199706","200007","E99999999","E99999999","E09000030","E05009324","E43000220","1","537916","0178723","6","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGFY","E00021227","00BGFY","E65000001","E01004217","E02000893","5","7B1","E00021227","E01004217","E02000893","E33036315","E38000255","E63012023","A1","4A3",51.490642,-0.014844,"E37000051","","E23000001",12388,"E56000028","E54000029","E00021227","E01004217","E02000893","UN1"
"E14 3XY","E14  3XY","E14 3XY","200401","200607","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3XZ","E14  3XZ","E14 3XZ","200207","200308","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","5","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3YA","E14  3YA","E14 3YA","200210","200311","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","5","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3YB","E14  3YB","E14 3YB","199706","200603","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3YD","E14  3YD","E14 3YD","200501","200601","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3YE","E14  3YE","E14 3YE","199706","200603","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3YF","E14  3YF","E14 3YF","200206","200803","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3YG","E14  3YG","E14 3YG","199706","200603","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3YH","E14  3YH","E14 3YH","199101","","E99999999","E99999999","E09000030","E05009318","E43000220","0","538390","0179678","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGFY","E00021241","00BGFY","E65000001","E01004221","E02000891","5","2A2","E00021241","E01004221","E02000891","E33036307","E38000255","E63012023","A1","2D1",51.499108,-0.007647,"E37000051","","E23000001",15260,"E56000028","E54000029","E00021241","E01004221","E02007114","UN1"
"E14 3YJ","E14  3YJ","E14 3YJ","200402","200507","E99999999","E99999999","E09000030","E05009323","E43000220","1","537653","0180442","5","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGG","E00021540","00BGGG","E65000001","E01004277","E02000892","5","2A2","E00167158","E01004277","E02006854","E33031675","E38000255","E63012023","A1","2D3",51.506153,-0.017959,"E37000051","","E23000001",27157,"E56000028","E54000029","E00167158","E01004277","E02006854","UN1"
"E14 3YL","E14  3YL","E14 3YL","199712","200403","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3YN","E14  3YN","E14 3YN","199712","199912","E99999999","E99999999","E09000030","E05009318","E43000220","1","537992","0179127","6","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGFY","E00021224","00BGFY","E65000001","E01004215","E02000891","5","7B1","E00021224","E01004215","E02000891","E33036308","E38000255","E63012023","A1","3D3",51.494254,-0.013592,"E37000051","","E23000001",16624,"E56000028","E54000029","E00021224","E01035705","E02007114","UN1"
"E14 3YP","E14  3YP","E14 3YP","200302","200403","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","5","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3YQ","E14  3YQ","E14 3YQ","200211","200603","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3YR","E14  3YR","E14 3YR","199806","200702","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3YS","E14  3YS","E14 3YS","199806","200101","E99999999","E99999999","E09000030","E05009324","E43000220","1","537916","0178723","6","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGFY","E00021227","00BGFY","E65000001","E01004217","E02000893","5","7B1","E00021227","E01004217","E02000893","E33036315","E38000255","E63012023","A1","4A3",51.490642,-0.014844,"E37000051","","E23000001",12388,"E56000028","E54000029","E00021227","E01004217","E02000893","UN1"
"E14 3YT","E14  3YT","E14 3YT","200212","200603","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3YU","E14  3YU","E14 3YU","200701","200810","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3YW","E14  3YW","E14 3YW","200207","200305","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","5","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3YX","E14  3YX","E14 3YX","199906","200603","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3YY","E14  3YY","E14 3YY","200407","200509","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","5","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3YZ","E14  3YZ","E14 3YZ","200207","200603","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3ZA","E14  3ZA","E14 3ZA","200407","200602","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3ZB","E14  3ZB","E14 3ZB","200006","200205","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3ZD","E14  3ZD","E14 3ZD","200012","200210","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
"E14 3ZE","E14  3ZE","E14 3ZE","200012","200205","E99999999","E99999999","E09000030","E05009327","E43000220","1","536916","0181206","1","E18000007","E40000003","E92000001","E12000007","5","E14001430","E15000007","E24000015","E30000234","E16000011","E09000030","00BGGD","E00021403","00BGGD","E65000001","E01004252","E02000887","5","7B2","E00167085","E01004252","E02000887","E33031653","E38000255","E63012023","A1","3B2",51.513198,-0.028275,"E37000051","","E23000001",5828,"E56000028","E54000029","E00167085","E01035694","E02000887","UN1"
